row,country,currency, order_value_EUR , gross_profit , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
805,France,EUR,"  168,226.52 ","  31,407.89 ","  136,818.63 ",1/25/2021,Smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC,26-9826298
427,Spain,EUR,"  44,038.31 ","  7,785.97 ","  36,252.34 ",1/24/2021,Electronics,Corwin and Sons,Emalia Dinse,Manuel Goudie,PC,94-0775004
120,UK,GBP,"  150,313.19 ","  31,385.39 ","  118,927.80 ",1/23/2021,Beauty,Johns and Sons,Jessamine Apark,Jay Morefield,PC,09-6527060
687,Ireland,EUR,"  88,684.70 ","  13,347.05 ","  75,337.65 ",1/23/2021,Other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,PC,12-2375671
297,Ireland,EUR,"  76,767.77 ","  12,267.49 ","  64,500.28 ",1/22/2021,Games,"Spencer, Rogahn and Muller",Glenine Suttaby,Bunnie Tonbridge,PC,15-3657248
110,Portugal,EUR,"  74,364.46 ","  14,218.48 ","  60,145.98 ",1/21/2021,Clothing,Altenwerth-Konopelski,Celine Tumasian,Aurelie Wren,Mobile,42-1879788
591,Portugal,EUR,"  89,600.45 ","  18,789.21 ","  70,811.24 ",1/21/2021,Games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,36-7939842
657,Sweden,EUR,"  73,773.60 ","  15,352.29 ","  58,421.31 ",1/21/2021,Books,Tromp LLC,Maxie Marrow,Caro Morfield,Mobile,78-7812852
772,Ireland,EUR,"  165,747.20 ","  32,834.52 ","  132,912.68 ",1/21/2021,Books,"Farrell, Swaniawski and Crist",Glenine Suttaby,Bunnie Tonbridge,PC,96-1991854
31,Portugal,EUR,"  37,273.84 ","  5,714.08 ","  31,559.76 ",1/20/2021,Games,Considine-Fisher,Celine Tumasian,Aurelie Wren,Tablet,26-9948924
311,France,EUR,"  66,884.70 ","  8,340.52 ","  58,544.18 ",1/19/2021,Smartphones,Wisoky Inc,Othello Bowes,Crysta Halls,PC,44-9179070
648,Sweden,EUR,"  84,537.20 ","  15,132.16 ","  69,405.04 ",1/19/2021,Games,"Keeling, Monahan and Pollich",Maxie Marrow,Tarrah Castelletti,Mobile,04-4730440
973,Sweden,EUR,"  94,085.50 ","  16,587.27 ","  77,498.23 ",1/19/2021,Electronics,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,PC,34-1570975
51,Portugal,EUR,"  84,767.77 ","  15,817.67 ","  68,950.10 ",1/18/2021,Electronics,McGlynn-Bergstrom,Celine Tumasian,Smitty Culverhouse,Mobile,20-3441688
480,Sweden,EUR,"  139,682.07 ","  26,469.75 ","  113,212.32 ",1/18/2021,Games,Tromp LLC,Maxie Marrow,Anita Woakes,PC,98-4157323
522,Portugal,EUR,"  37,521.39 ","  7,819.46 ","  29,701.93 ",1/18/2021,Beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,PC,60-0610487
1000,Portugal,EUR,"  107,716.72 ","  21,037.08 ","  86,679.64 ",1/18/2021,Accessories,"Jacobson, Marvin and Brown",Celine Tumasian,Brynn Dempster,Mobile,61-3294149
92,Ireland,EUR,"  135,424.06 ","  19,148.96 ","  116,275.10 ",1/15/2021,Electronics,"Hamill, Kulas and Roob",Glenine Suttaby,Palm Wetherald,PC,43-4245267
364,Sweden,EUR,"  118,982.14 ","  23,475.18 ","  95,506.96 ",1/15/2021,Clothing,Stehr-Bogan,Maxie Marrow,Caro Morfield,Mobile,76-0774122
260,Portugal,EUR,"  120,332.26 ","  18,049.84 ","  102,282.42 ",1/14/2021,Clothing,"Parisian, Steuber and Satterfield",Celine Tumasian,Hortense Gerring,Tablet,44-0527427
60,Portugal,EUR,"  92,698.45 ","  19,244.20 ","  73,454.25 ",1/13/2021,Clothing,Hessel-Stiedemann,Celine Tumasian,Corene Shirer,PC,62-4331197
307,Netherlands,EUR,"  99,731.40 ","  14,999.60 ","  84,731.80 ",1/12/2021,Electronics,Smith Group,Denice Amberg,Nero Harbisher,PC,81-9170157
80,Sweden,EUR,"  124,593.04 ","  15,486.91 ","  109,106.13 ",1/11/2021,Appliances,Johns and Sons,Maxie Marrow,Madelon Bront,Mobile,00-4698524
157,UK,GBP,"  119,769.22 ","  21,534.51 ","  98,234.71 ",1/11/2021,Books,"Bashirian, Okuneva and Bechtelar",Jessamine Apark,Jay Morefield,PC,55-5032186
908,Denmark,EUR,"  47,516.54 ","  8,529.22 ","  38,987.32 ",1/9/2021,Books,Johns and Sons,Modestia Byfford,Cobby Andersen,PC,51-1141675
451,France,EUR,"  132,760.25 ","  27,720.34 ","  105,039.91 ",1/7/2021,Beauty,"Swaniawski, Runolfsson and Green",Othello Bowes,Crysta Halls,PC,55-4161787
703,Sweden,EUR,"  122,273.00 ","  17,741.81 ","  104,531.19 ",1/7/2021,Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,PC,40-9114557
79,Portugal,EUR,"  50,303.66 ","  9,200.54 ","  41,103.12 ",1/6/2021,Appliances,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Smitty Culverhouse,PC,23-1397222
605,Portugal,EUR,"  111,551.96 ","  22,131.91 ","  89,420.05 ",1/6/2021,Clothing,Wunsch LLC,Celine Tumasian,Aurelie Wren,PC,41-6241712
844,Portugal,EUR,"  53,181.88 ","  10,865.06 ","  42,316.82 ",1/6/2021,Smartphones,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Hortense Gerring,PC,37-6033123
13,Portugal,EUR,"  136,915.61 ","  22,125.56 ","  114,790.05 ",1/4/2021,Outdoors,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Tablet,15-3943365
441,Portugal,EUR,"  49,990.72 ","  7,063.69 ","  42,927.03 ",1/4/2021,Electronics,"Rowe, Hermiston and Kessler",Celine Tumasian,Smitty Culverhouse,PC,68-6382353
576,Portugal,EUR,"  110,441.89 ","  19,470.91 ","  90,970.98 ",1/4/2021,Beauty,"Heaney, Gulgowski and Kshlerin",Celine Tumasian,Hortense Gerring,Tablet,74-4541594
884,Portugal,EUR,"  178,027.46 ","  33,041.90 ","  144,985.56 ",1/4/2021,Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,PC,99-9215178
919,Portugal,EUR,"  104,391.93 ","  17,621.36 ","  86,770.57 ",1/4/2021,Beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,PC,34-8182639
405,Finland,EUR,"  53,616.06 ","  8,026.32 ","  45,589.74 ",1/3/2021,Appliances,Kihn Inc,Hube Corey,Wat Bowkley,PC,84-4478396
541,France,EUR,"  89,369.00 ","  16,479.64 ","  72,889.36 ",1/2/2021,Smartphones,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,PC,20-6735303
836,Portugal,EUR,"  98,521.87 ","  13,950.70 ","  84,571.17 ",1/2/2021,Clothing,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,29-1727395
922,France,EUR,"  74,103.82 ","  9,292.62 ","  64,811.20 ",1/2/2021,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,63-7370049
991,Portugal,EUR,"  97,291.62 ","  20,392.32 ","  76,899.30 ",1/2/2021,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,63-0813030
814,Portugal,EUR,"  151,151.77 ","  27,116.63 ","  124,035.14 ",12/30/2020,Appliances,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,80-3039005
173,Luxembourg,EUR,"  182,852.21 ","  37,411.56 ","  145,440.65 ",12/30/2020,Outdoors,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC,01-8696189
868,Sweden,EUR,"  255,216.00 ","  43,769.54 ","  211,446.46 ",12/30/2020,Clothing,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,65-4008552
71,France,EUR,"  268,779.03 ","  35,102.54 ","  233,676.49 ",12/30/2020,Smartphones,O'Connell-Mitchell,Othello Bowes,Ora Grennan,Mobile,13-0624842
614,Sweden,EUR,"  240,940.97 ","  45,802.88 ","  195,138.09 ",12/30/2020,Accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,PC,91-4735064
386,France,EUR,"  180,515.09 ","  31,662.35 ","  148,852.74 ",12/30/2020,Books,Franecki-White,Othello Bowes,Amelina Piscopiello,PC,68-6141868
391,France,EUR,"  87,404.00 ","  18,040.19 ","  69,363.81 ",12/30/2020,Electronics,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,79-3154360
970,UK,GBP,"  290,010.79 ","  55,566.07 ","  234,444.72 ",12/30/2020,Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,PC,02-1124101
983,France,EUR,"  235,042.75 ","  47,596.16 ","  187,446.59 ",12/30/2020,Books,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Maighdiln Upcraft,PC,12-3815754
178,UK,GBP,"  156,177.77 ","  26,081.69 ","  130,096.08 ",12/30/2020,Clothing,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,91-0416047
351,France,EUR,"  238,659.41 ","  34,152.16 ","  204,507.25 ",12/30/2020,Appliances,Corwin and Sons,Othello Bowes,Amelina Piscopiello,Tablet,49-7167664
566,Sweden,EUR,"  325,331.99 ","  60,739.48 ","  264,592.51 ",12/30/2020,Games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,Mobile,57-4142025
628,Netherlands,EUR,"  203,231.73 ","  40,178.91 ","  163,052.82 ",12/30/2020,Books,Schuster Inc,Denice Amberg,Nero Harbisher,PC,21-2357660
665,Sweden,EUR,"  88,832.28 ","  17,331.18 ","  71,501.10 ",12/30/2020,Electronics,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC,90-3993986
5,Spain,EUR,"  178,763.42 ","  32,141.66 ","  146,621.76 ",12/30/2020,Games,Johns and Sons,Emalia Dinse,Bertha Walbrook,Tablet,15-8765160
524,Denmark,EUR,"  248,261.86 ","  41,534.21 ","  206,727.65 ",12/30/2020,Smartphones,Gleichner-Green,Modestia Byfford,Case Desorts,PC,65-2343846
767,France,EUR,"  56,823.17 ","  10,239.54 ","  46,583.63 ",12/30/2020,Beauty,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,Mobile,26-1781486
269,Germany,EUR,"  190,100.96 ","  29,351.59 ","  160,749.37 ",12/30/2020,Electronics,Walter LLC,Rickard Doogood,Casie MacBain,PC,38-8840357
354,Sweden,EUR,"  145,558.00 ","  29,300.82 ","  116,257.18 ",12/30/2020,Clothing,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,Tablet,15-5167065
108,UK,GBP,"  383,996.76 ","  79,295.33 ","  304,701.43 ",12/30/2020,Other,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,42-7823733
253,Sweden,EUR,"  162,101.93 ","  28,189.53 ","  133,912.40 ",12/30/2020,Smartphones,"Rowe, Hermiston and Kessler",Maxie Marrow,Tarrah Castelletti,PC,24-4272786
708,Sweden,EUR,"  207,379.28 ","  40,936.67 ","  166,442.61 ",12/30/2020,Accessories,Franecki-White,Maxie Marrow,Anita Woakes,PC,43-9259516
754,France,EUR,"  197,581.29 ","  28,096.06 ","  169,485.23 ",12/30/2020,Electronics,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Ora Grennan,PC,74-6221213
382,Luxembourg,EUR,"  312,928.72 ","  42,527.01 ","  270,401.71 ",12/30/2020,Beauty,Altenwerth-Konopelski,Ilsa Kob,Jocelyn Laurentino,Tablet,98-5257166
757,Portugal,EUR,"  254,883.03 ","  41,469.47 ","  213,413.56 ",12/30/2020,Appliances,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,85-9560144
200,Finland,EUR,"  200,635.57 ","  28,389.93 ","  172,245.64 ",12/30/2020,Clothing,Larkin-Collier,Hube Corey,Wat Bowkley,PC,94-8026718
144,Sweden,EUR,"  127,939.80 ","  15,672.63 ","  112,267.17 ",12/30/2020,Clothing,Gislason-Stanton,Maxie Marrow,Alyosha Meah,PC,64-8300193
399,France,EUR,"  271,411.92 ","  39,897.55 ","  231,514.37 ",12/30/2020,Clothing,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Tablet,56-9241023
617,Ireland,EUR,"  292,124.64 ","  46,301.76 ","  245,822.88 ",12/30/2020,Beauty,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC,18-0483044
117,Sweden,EUR,"  239,423.57 ","  40,271.05 ","  199,152.52 ",12/30/2020,Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,Mobile,94-1762263
162,France,EUR,"  69,126.50 ","  13,223.90 ","  55,902.60 ",12/28/2020,Electronics,"Farrell, Swaniawski and Crist",Othello Bowes,Avrit Chanders,PC,07-3201531
515,Portugal,EUR,"  57,859.08 ","  10,102.20 ","  47,756.88 ",12/28/2020,Books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Mobile,95-2190016
644,France,EUR,"  184,431.48 ","  31,371.79 ","  153,059.69 ",12/28/2020,Books,Johns and Sons,Othello Bowes,Ora Grennan,Mobile,44-7664180
241,Bulgaria,EUR,"  278,731.90 ","  57,140.04 ","  221,591.86 ",12/28/2020,Appliances,West-Cummings,Charil Alpe,Bernadine Fullagar,PC,48-7662634
550,Portugal,EUR,"  201,573.23 ","  35,456.73 ","  166,116.50 ",12/28/2020,Games,Schuster Inc,Celine Tumasian,Corene Shirer,Mobile,94-3590580
556,UK,GBP,"  256,388.08 ","  44,329.50 ","  212,058.58 ",12/28/2020,Appliances,Tromp LLC,Jessamine Apark,Jay Morefield,Mobile,44-2994974
501,UK,GBP,"  66,391.58 ","  13,756.34 ","  52,635.24 ",12/28/2020,Clothing,Friesen and Sons,Jessamine Apark,Winny Agnolo,Mobile,88-1711226
853,UK,GBP,"  304,337.49 ","  42,607.25 ","  261,730.24 ",12/28/2020,Clothing,Wunsch LLC,Jessamine Apark,Genevra Charrisson,PC,29-0072186
858,France,EUR,"  75,483.45 ","  15,406.17 ","  60,077.28 ",12/28/2020,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,26-0092767
66,Ireland,EUR,"  361,182.87 ","  72,814.47 ","  288,368.40 ",12/28/2020,Books,Smith Group,Glenine Suttaby,Bunnie Tonbridge,PC,44-1953194
209,Sweden,EUR,"  177,993.88 ","  32,964.47 ","  145,029.41 ",12/28/2020,Outdoors,Johns and Sons,Maxie Marrow,Alyosha Meah,Tablet,71-0122842
305,Germany,EUR,"  80,986.10 ","  16,861.31 ","  64,124.79 ",12/28/2020,Appliances,"Dickinson, Hyatt and Berge",Rickard Doogood,Casie MacBain,Mobile,85-3690127
106,Ireland,EUR,"  84,877.87 ","  16,423.87 ","  68,454.00 ",12/28/2020,Electronics,"Zieme, Bailey and Herzog",Glenine Suttaby,Bunnie Tonbridge,PC,30-8840089
356,Sweden,EUR,"  140,352.81 ","  18,049.37 ","  122,303.44 ",12/28/2020,Smartphones,Hilll-Vandervort,Maxie Marrow,Caro Morfield,PC,47-5733147
258,Portugal,EUR,"  86,083.27 ","  13,773.32 ","  72,309.95 ",12/28/2020,Electronics,Connelly-Mohr,Celine Tumasian,Hortense Gerring,PC,80-7090422
309,Sweden,EUR,"  30,166.93 ","  5,508.48 ","  24,658.45 ",12/28/2020,Appliances,Corwin and Sons,Maxie Marrow,Tarrah Castelletti,PC,97-1288901
750,Sweden,EUR,"  108,978.79 ","  13,546.06 ","  95,432.73 ",12/28/2020,Games,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Madelon Bront,PC,84-5276032
597,UK,GBP,"  29,783.39 ","  6,063.90 ","  23,719.49 ",12/28/2020,Books,"Schmitt, Purdy and Johnson",Jessamine Apark,Winny Agnolo,PC,18-0945763
863,Bulgaria,EUR,"  158,011.30 ","  20,620.47 ","  137,390.83 ",12/28/2020,Beauty,"Jacobson, Marvin and Brown",Charil Alpe,Bernadine Fullagar,PC,40-8287610
494,Sweden,EUR,"  68,086.96 ","  9,327.91 ","  58,759.05 ",12/28/2020,Electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,PC,20-1013432
63,Portugal,EUR,"  57,120.58 ","  7,465.66 ","  49,654.92 ",12/28/2020,Games,"Leffler, Prohaska and Streich",Celine Tumasian,Aurelie Wren,PC,55-7848276
99,France,EUR,"  102,771.44 ","  19,187.43 ","  83,584.01 ",12/28/2020,Accessories,McClure Inc,Othello Bowes,Maighdiln Upcraft,PC,82-9352154
765,Portugal,EUR,"  127,631.89 ","  16,668.72 ","  110,963.17 ",12/28/2020,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Corene Shirer,PC,02-8721192
18,UK,GBP,"  29,493.79 ","  5,208.60 ","  24,285.19 ",12/28/2020,Games,Tillman and Sons,Jessamine Apark,Jay Morefield,PC,53-7769693
826,Bulgaria,EUR,"  105,277.20 ","  14,517.73 ","  90,759.47 ",12/28/2020,Books,"Spencer, Rogahn and Muller",Charil Alpe,Shermy McGready,PC,56-6094665
472,Belgium,EUR,"  152,370.57 ","  23,891.71 ","  128,478.86 ",12/28/2020,Games,"Swaniawski, Runolfsson and Green",Lambert Norheny,Collin Mackness,PC,61-8262308
42,France,EUR,"  89,160.66 ","  13,793.15 ","  75,367.51 ",12/28/2020,Beauty,Wiza and Sons,Othello Bowes,Crysta Halls,PC,27-4115444
326,Netherlands,EUR,"  73,981.77 ","  12,022.04 ","  61,959.73 ",12/28/2020,Clothing,"Hamill, Kulas and Roob",Denice Amberg,Nero Harbisher,PC,73-9492768
377,UK,GBP,"  123,751.91 ","  21,161.58 ","  102,590.33 ",12/28/2020,Smartphones,Johns and Sons,Jessamine Apark,Jay Morefield,PC,76-2146784
642,Finland,EUR,"  99,989.89 ","  18,798.10 ","  81,191.79 ",12/28/2020,Appliances,Corwin and Sons,Hube Corey,Wat Bowkley,PC,92-4440351
733,France,EUR,"  71,079.80 ","  14,301.26 ","  56,778.54 ",12/28/2020,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Avrit Chanders,PC,30-9137723
196,Portugal,EUR,"  116,157.89 ","  18,991.82 ","  97,166.07 ",12/28/2020,Games,"Parisian, Steuber and Satterfield",Celine Tumasian,Hortense Gerring,PC,23-5766200
714,Portugal,EUR,"  81,458.94 ","  17,024.92 ","  64,434.02 ",12/28/2020,Books,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,76-5324325
608,UK,GBP,"  86,071.63 ","  14,873.18 ","  71,198.45 ",12/28/2020,Electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,Tablet,66-6360568
611,UK,GBP,"  176,080.36 ","  22,679.15 ","  153,401.21 ",12/28/2020,Beauty,Tillman and Sons,Jessamine Apark,Jay Morefield,PC,74-9554997
743,Portugal,EUR,"  74,231.25 ","  12,626.74 ","  61,604.51 ",12/28/2020,Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,Mobile,99-7842298
389,Denmark,EUR,"  26,745.94 ","  4,145.62 ","  22,600.32 ",12/28/2020,Appliances,Larkin-Collier,Modestia Byfford,Case Desorts,PC,49-1493117
698,France,EUR,"  42,290.45 ","  8,035.19 ","  34,255.26 ",12/28/2020,Clothing,Walter LLC,Othello Bowes,Avrit Chanders,Tablet,97-8921759
977,Sweden,EUR,"  133,055.04 ","  27,688.75 ","  105,366.29 ",12/28/2020,Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,PC,85-9541179
95,Portugal,EUR,"  108,689.45 ","  17,466.39 ","  91,223.06 ",12/28/2020,Appliances,Walter LLC,Celine Tumasian,Brynn Dempster,Mobile,35-6825112
21,Spain,EUR,"  81,412.10 ","  16,665.06 ","  64,747.04 ",12/28/2020,Electronics,Johns and Sons,Emalia Dinse,Bertha Walbrook,PC,67-3929836
345,France,EUR,"  86,628.32 ","  14,163.73 ","  72,464.59 ",12/28/2020,Appliances,Kihn Inc,Othello Bowes,Crysta Halls,PC,98-8250897
912,Luxembourg,EUR,"  26,490.47 ","  5,321.94 ","  21,168.53 ",12/28/2020,Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,PC,62-1694462
227,France,EUR,"  86,077.83 ","  13,789.67 ","  72,288.16 ",12/28/2020,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,85-7784608
88,France,EUR,"  122,139.94 ","  18,455.34 ","  103,684.60 ",12/28/2020,Smartphones,Smith Group,Othello Bowes,Ora Grennan,PC,07-3222085
318,France,EUR,"  165,118.74 ","  27,591.34 ","  137,527.40 ",12/28/2020,Clothing,Smith Group,Othello Bowes,Amelina Piscopiello,PC,59-5892824
413,Portugal,EUR,"  34,930.08 ","  6,912.66 ","  28,017.42 ",12/28/2020,Appliances,Kihn Inc,Celine Tumasian,Smitty Culverhouse,PC,35-4551515
252,France,EUR,"  49,664.17 ","  10,419.54 ","  39,244.63 ",12/28/2020,Books,"Swaniawski, Runolfsson and Green",Othello Bowes,Amelina Piscopiello,PC,24-9702599
450,Sweden,EUR,"  67,611.54 ","  11,419.59 ","  56,191.95 ",12/28/2020,Clothing,Kihn Inc,Maxie Marrow,Caro Morfield,PC,62-7218897
55,Portugal,EUR,"  136,324.90 ","  25,888.10 ","  110,436.80 ",12/28/2020,Electronics,Walter LLC,Celine Tumasian,Hortense Gerring,Tablet,76-2572347
621,Spain,EUR,"  107,359.01 ","  16,490.34 ","  90,868.67 ",12/28/2020,Electronics,Kirlin and Sons,Emalia Dinse,Perri Aldersley,PC,78-7666796
34,Portugal,EUR,"  111,639.29 ","  14,434.96 ","  97,204.33 ",12/28/2020,Smartphones,"Keeling, Monahan and Pollich",Celine Tumasian,Hortense Gerring,PC,82-4653018
119,Germany,EUR,"  102,918.09 ","  15,437.71 ","  87,480.38 ",12/28/2020,Smartphones,"Swaniawski, Runolfsson and Green",Rickard Doogood,Casie MacBain,PC,88-5343320
989,Portugal,EUR,"  57,367.93 ","  11,112.17 ","  46,255.76 ",12/28/2020,Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,Mobile,03-3542738
68,Spain,EUR,"  39,110.97 ","  4,795.00 ","  34,315.97 ",12/28/2020,Clothing,"Bashirian, Okuneva and Bechtelar",Emalia Dinse,Perri Aldersley,PC,06-9596696
487,France,EUR,"  148,405.47 ","  19,559.84 ","  128,845.63 ",12/28/2020,Electronics,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,82-1082124
73,France,EUR,"  155,044.02 ","  20,775.90 ","  134,268.12 ",12/28/2020,Beauty,West-Cummings,Othello Bowes,Amelina Piscopiello,PC,46-0270404
866,France,EUR,"  45,481.24 ","  8,163.88 ","  37,317.36 ",12/28/2020,Smartphones,Wiza and Sons,Othello Bowes,Crysta Halls,PC,13-6163562
199,UK,GBP,"  112,491.58 ","  20,237.24 ","  92,254.34 ",12/28/2020,Appliances,Hessel-Stiedemann,Jessamine Apark,Genevra Charrisson,Mobile,13-1936536
137,UK,GBP,"  169,629.55 ","  34,282.13 ","  135,347.42 ",12/27/2020,Outdoors,Johns and Sons,Jessamine Apark,Jay Morefield,PC,76-5919033
306,Sweden,EUR,"  179,179.73 ","  24,243.02 ","  154,936.71 ",12/27/2020,Books,"Zieme, Bailey and Herzog",Maxie Marrow,Anita Woakes,PC,66-5810051
419,UK,GBP,"  63,979.04 ","  7,946.20 ","  56,032.84 ",12/27/2020,Games,Schoen-Keeling,Jessamine Apark,Genevra Charrisson,PC,27-3437546
833,France,EUR,"  167,072.72 ","  32,027.84 ","  135,044.88 ",12/27/2020,Clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,PC,37-6449638
129,Germany,EUR,"  161,217.16 ","  25,520.68 ","  135,696.48 ",12/27/2020,Games,Labadie and Sons,Rickard Doogood,Casie MacBain,PC,98-6247105
67,Sweden,EUR,"  97,063.22 ","  18,995.27 ","  78,067.95 ",12/27/2020,Appliances,"Zieme, Bailey and Herzog",Maxie Marrow,Madelon Bront,Tablet,50-0376562
370,Finland,EUR,"  125,280.28 ","  25,907.96 ","  99,372.32 ",12/27/2020,Beauty,Romaguera-Dietrich,Hube Corey,Wat Bowkley,PC,36-1142710
689,France,EUR,"  108,968.67 ","  20,573.28 ","  88,395.39 ",12/27/2020,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,08-4398900
719,UK,GBP,"  62,947.82 ","  12,979.84 ","  49,967.98 ",12/27/2020,Accessories,"Schowalter, Lesch and Beahan",Jessamine Apark,Genevra Charrisson,PC,34-0265266
203,Bulgaria,EUR,"  147,672.87 ","  18,562.48 ","  129,110.39 ",12/27/2020,Electronics,Homenick-Marvin,Charil Alpe,Bernadine Fullagar,PC,81-7970957
500,Sweden,EUR,"  124,093.76 ","  18,862.25 ","  105,231.51 ",12/27/2020,Electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,87-0122224
988,Portugal,EUR,"  75,912.59 ","  15,767.04 ","  60,145.55 ",12/27/2020,Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,Mobile,35-4712641
59,Bulgaria,EUR,"  78,293.94 ","  12,057.27 ","  66,236.67 ",12/27/2020,Appliances,"Rowe, Hermiston and Kessler",Charil Alpe,Bernadine Fullagar,Mobile,14-1143584
327,UK,GBP,"  105,686.13 ","  18,991.80 ","  86,694.33 ",12/27/2020,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,31-6770318
388,Portugal,EUR,"  171,884.00 ","  25,181.01 ","  146,702.99 ",12/27/2020,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,58-9821508
505,Portugal,EUR,"  85,515.60 ","  17,556.35 ","  67,959.25 ",12/27/2020,Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,PC,05-0243828
62,Portugal,EUR,"  38,982.26 ","  6,128.01 ","  32,854.25 ",12/27/2020,Clothing,Hegmann Group,Celine Tumasian,Smitty Culverhouse,Mobile,09-3959499
607,Sweden,EUR,"  78,679.60 ","  16,263.07 ","  62,416.53 ",12/27/2020,Games,Stehr LLC,Maxie Marrow,Tarrah Castelletti,PC,10-1511807
542,Sweden,EUR,"  106,076.67 ","  21,310.80 ","  84,765.87 ",12/27/2020,Electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,Mobile,97-5858605
883,Sweden,EUR,"  28,755.32 ","  4,816.52 ","  23,938.80 ",12/27/2020,Books,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC,47-6702070
761,France,EUR,"  154,950.74 ","  21,755.08 ","  133,195.66 ",12/27/2020,Smartphones,Kihn Inc,Othello Bowes,Crysta Halls,Tablet,45-8966277
462,Portugal,EUR,"  113,781.45 ","  22,676.64 ","  91,104.81 ",12/27/2020,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,44-5240815
828,France,EUR,"  78,540.62 ","  14,553.58 ","  63,987.04 ",12/27/2020,Clothing,Considine-Fisher,Othello Bowes,Crysta Halls,PC,55-1050582
109,France,EUR,"  56,811.14 ","  8,589.84 ","  48,221.30 ",12/27/2020,Clothing,"Schowalter, Lesch and Beahan",Othello Bowes,Ora Grennan,PC,03-9337803
459,UK,GBP,"  146,055.05 ","  28,232.44 ","  117,822.61 ",12/27/2020,Clothing,"Hartmann, Hane and Pfannerstill",Jessamine Apark,Winny Agnolo,Tablet,38-2969743
690,UK,GBP,"  50,374.22 ","  6,327.00 ","  44,047.22 ",12/27/2020,Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,PC,23-3084772
477,France,EUR,"  65,193.88 ","  12,080.43 ","  53,113.45 ",12/27/2020,Beauty,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,74-1131921
